"X_id","Source_ID","Study_number","Site_number","SS","SSB","SSBS","SSS","Country","Longitd","Latitud","Diversity_metric_type","Predominant_habitat","LU_3","UseIntensity","Sample_start_earliest","Realm","Zone","taxon_of_interest","Total_abundance","log_abundance","Species_richness","Richness_rarefied","CWM_Geographic_range_log10_square_km","range","PropWithData_Geographic_range_log10_square_km","Within_PA","PA","LUPA","IUCN_CAT","IUCN_CAT_number","GIS_AREA","STATUS_YR","DoP","log_AREA_PA","AREA_DoP","elevation","slope","ag_suit","log_slope","log_elevation","multiple_taxa","matched_landuse","hf00","hf05","hf10","hf13","hf09","npp"
2593,"HP1_2014__Gray",1,45,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates 30m_4","HP1_2014__Gray 1 Invertebrates 30m_4 45","HP1_2014__Gray 1 45 Invertebrates","Malaysia",117.6233058,4.7265573,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",31,3.465735903,11,1,NA,NA,0,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",486.399993,6.044569,2,1.952256965,6.189085127,"yes","yes",5,6,6,6,5.25003671646118,190.142852783203
2594,"HP1_2014__Gray",1,46,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates 30m_4","HP1_2014__Gray 1 Invertebrates 30m_4 46","HP1_2014__Gray 1 46 Invertebrates","Malaysia",117.6238224,4.7263959,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",79,4.382026635,17,1,NA,NA,0,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",486.399993,6.044569,2,1.952256965,6.189085127,"yes","yes",5,6,6,6,5.25003957748413,190.142852783203
2595,"HP1_2014__Gray",1,47,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates 30m_4","HP1_2014__Gray 1 Invertebrates 30m_4 47","HP1_2014__Gray 1 47 Invertebrates","Malaysia",117.6243063,4.7261643,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",63,4.158883083,19,1,NA,NA,0,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",486.399993,6.044569,2,1.952256965,6.189085127,"yes","yes",5,6,6,6,5.25005102157593,190.142852783203
2596,"HP1_2014__Gray",1,48,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates camp_1","HP1_2014__Gray 1 Invertebrates camp_1 48","HP1_2014__Gray 1 48 Invertebrates","Malaysia",117.5773616,4.6749571,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",30,3.433987204,8,1,NA,NA,0,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",285.600006,5.053349,2,1.800611673,5.658087536,"yes","yes",5,6,6,6,12.266884803772,191.399993896484
2597,"HP1_2014__Gray",1,49,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates camp_1","HP1_2014__Gray 1 Invertebrates camp_1 49","HP1_2014__Gray 1 49 Invertebrates","Malaysia",117.5770114,4.6746585,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",24,3.218875825,11,1,NA,NA,0,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",285.600006,5.053349,2,1.800611673,5.658087536,"yes","yes",5,6,6,6,12.266884803772,191.399993896484
2598,"HP1_2014__Gray",1,5,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates 0m_2","HP1_2014__Gray 1 Invertebrates 0m_2 5","HP1_2014__Gray 1 5 Invertebrates","Malaysia",117.5723104,4.7018121,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",11,2.48490665,5,1,NA,NA,0,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",423.799987,4.849259,3,1.766314987,6.051618439,"yes","yes",5,6,6,6,5.25784087181091,189.942855834961
2599,"HP1_2014__Gray",1,50,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates camp_2","HP1_2014__Gray 1 Invertebrates camp_2 50","HP1_2014__Gray 1 50 Invertebrates","Malaysia",117.5771413,4.6760977,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",17,2.890371758,9,1,NA,NA,0,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",285.600006,5.053349,2,1.800611673,5.658087536,"yes","yes",5,6,6,6,12.2624444961548,191.399993896484
2600,"HP1_2014__Gray",1,51,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates camp_2","HP1_2014__Gray 1 Invertebrates camp_2 51","HP1_2014__Gray 1 51 Invertebrates","Malaysia",117.576772,4.6758333,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",12,2.564949357,8,1,NA,NA,0,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",285.600006,5.053349,2,1.800611673,5.658087536,"yes","yes",5,6,6,6,12.2646646499634,191.399993896484
2601,"HP1_2014__Gray",1,52,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates camp_2","HP1_2014__Gray 1 Invertebrates camp_2 52","HP1_2014__Gray 1 52 Invertebrates","Malaysia",117.5762925,4.6756233,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",27,3.33220451,12,1,NA,NA,0,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",285.600006,5.053349,2,1.800611673,5.658087536,"yes","yes",5,6,6,6,12.2646646499634,191.399993896484
2602,"HP1_2014__Gray",1,53,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates camp_3","HP1_2014__Gray 1 Invertebrates camp_3 53","HP1_2014__Gray 1 53 Invertebrates","Malaysia",117.5764577,4.6767623,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",5,1.791759469,3,1,NA,NA,0,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",285.600006,5.053349,2,1.800611673,5.658087536,"yes","yes",5,6,6,6,12.2624444961548,191.399993896484
2603,"HP1_2014__Gray",1,54,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates camp_3","HP1_2014__Gray 1 Invertebrates camp_3 54","HP1_2014__Gray 1 54 Invertebrates","Malaysia",117.57603,4.6766265,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",17,2.890371758,9,1,NA,NA,0,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",285.600006,5.053349,2,1.800611673,5.658087536,"yes","yes",5,6,6,6,12.2646646499634,191.399993896484
2604,"HP1_2014__Gray",1,55,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates camp_3","HP1_2014__Gray 1 Invertebrates camp_3 55","HP1_2014__Gray 1 55 Invertebrates","Malaysia",117.5756422,4.6763313,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",5,1.791759469,5,1,NA,NA,0,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",285.600006,5.053349,2,1.800611673,5.658087536,"yes","yes",5,6,6,6,12.2646646499634,191.399993896484
2605,"HP1_2014__Gray",1,56,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates camp_4","HP1_2014__Gray 1 Invertebrates camp_4 56","HP1_2014__Gray 1 56 Invertebrates","Malaysia",117.5763151,4.6779366,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",10,2.397895273,7,1,NA,NA,0,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",271.600006,4.26442,2,1.660970978,5.608005541,"yes","yes",5,6,6,6,12.2624444961548,191.399993896484
2606,"HP1_2014__Gray",1,57,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates camp_4","HP1_2014__Gray 1 Invertebrates camp_4 57","HP1_2014__Gray 1 57 Invertebrates","Malaysia",117.5759594,4.6778857,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",32,3.496507561,9,1,NA,NA,0,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",271.600006,4.26442,2,1.660970978,5.608005541,"yes","yes",5,6,6,6,12.2624444961548,191.399993896484
2607,"HP1_2014__Gray",1,58,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates camp_4","HP1_2014__Gray 1 Invertebrates camp_4 58","HP1_2014__Gray 1 58 Invertebrates","Malaysia",117.5754815,4.678053,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",24,3.218875825,8,1,NA,NA,0,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",271.600006,4.26442,2,1.660970978,5.608005541,"yes","yes",5,6,6,6,12.2624444961548,191.399993896484
2608,"HP1_2014__Gray",1,59,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates maliau_1","HP1_2014__Gray 1 Invertebrates maliau_1 59","HP1_2014__Gray 1 59 Invertebrates","Malaysia",116.9582966,4.7370497,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",62,4.143134726,14,1,NA,NA,0,"yes","IN","IN Primary Vegetation",1.5,1.5,633.9869003,1983,28,6.453604369,"large_old",487.200012,10.1997,2,2.415886992,6.190725183,"yes","yes",1,1,2,2,4,200.085708618164
2609,"HP1_2014__Gray",1,6,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates 0m_2","HP1_2014__Gray 1 Invertebrates 0m_2 6","HP1_2014__Gray 1 6 Invertebrates","Malaysia",117.5718747,4.7017608,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",16,2.833213344,6,1,NA,NA,0,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",423.799987,4.849259,3,1.766314987,6.051618439,"yes","yes",5,6,6,6,5.25784087181091,189.942855834961
2610,"HP1_2014__Gray",1,60,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates maliau_1","HP1_2014__Gray 1 Invertebrates maliau_1 60","HP1_2014__Gray 1 60 Invertebrates","Malaysia",116.9584238,4.7376526,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",85,4.454347296,17,1,NA,NA,0,"yes","IN","IN Primary Vegetation",1.5,1.5,633.9869003,1983,28,6.453604369,"large_old",487.200012,10.1997,2,2.415886992,6.190725183,"yes","yes",1,1,2,2,4,200.085708618164
2611,"HP1_2014__Gray",1,61,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates maliau_1","HP1_2014__Gray 1 Invertebrates maliau_1 61","HP1_2014__Gray 1 61 Invertebrates","Malaysia",116.9584058,4.7380615,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",80,4.394449155,16,1,NA,NA,0,"yes","IN","IN Primary Vegetation",1.5,1.5,633.9869003,1983,28,6.453604369,"large_old",487.200012,10.1997,2,2.415886992,6.190725183,"yes","yes",1,1,2,2,4,200.085708618164
2612,"HP1_2014__Gray",1,62,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates maliau_2","HP1_2014__Gray 1 Invertebrates maliau_2 62","HP1_2014__Gray 1 62 Invertebrates","Malaysia",116.959614,4.7369375,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",109,4.700480366,14,1,NA,NA,0,"yes","IN","IN Primary Vegetation",1.5,1.5,633.9869003,1983,28,6.453604369,"large_old",487.200012,10.1997,2,2.415886992,6.190725183,"yes","yes",1,1,2,2,4,200.085708618164
2613,"HP1_2014__Gray",1,63,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates maliau_2","HP1_2014__Gray 1 Invertebrates maliau_2 63","HP1_2014__Gray 1 63 Invertebrates","Malaysia",116.9594185,4.7373826,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",66,4.204692619,10,1,NA,NA,0,"yes","IN","IN Primary Vegetation",1.5,1.5,633.9869003,1983,28,6.453604369,"large_old",487.200012,10.1997,2,2.415886992,6.190725183,"yes","yes",1,1,2,2,4,200.085708618164
2614,"HP1_2014__Gray",1,64,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates maliau_2","HP1_2014__Gray 1 Invertebrates maliau_2 64","HP1_2014__Gray 1 64 Invertebrates","Malaysia",116.9592782,4.7379604,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",56,4.043051268,14,1,NA,NA,0,"yes","IN","IN Primary Vegetation",1.5,1.5,633.9869003,1983,28,6.453604369,"large_old",487.200012,10.1997,2,2.415886992,6.190725183,"yes","yes",1,1,2,2,4,200.085708618164
2615,"HP1_2014__Gray",1,65,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates maliau_3","HP1_2014__Gray 1 Invertebrates maliau_3 65","HP1_2014__Gray 1 65 Invertebrates","Malaysia",116.9605385,4.7371256,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",50,3.931825633,11,1,NA,NA,0,"yes","IN","IN Primary Vegetation",1.5,1.5,633.9869003,1983,28,6.453604369,"large_old",487.200012,10.1997,2,2.415886992,6.190725183,"yes","yes",1,1,2,2,4,200.085708618164
2616,"HP1_2014__Gray",1,66,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates maliau_3","HP1_2014__Gray 1 Invertebrates maliau_3 66","HP1_2014__Gray 1 66 Invertebrates","Malaysia",116.960379,4.7376356,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",53,3.988984047,16,1,NA,NA,0,"yes","IN","IN Primary Vegetation",1.5,1.5,633.9869003,1983,28,6.453604369,"large_old",487.200012,10.1997,2,2.415886992,6.190725183,"yes","yes",1,1,2,2,4,200.085708618164
2617,"HP1_2014__Gray",1,67,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates maliau_3","HP1_2014__Gray 1 Invertebrates maliau_3 67","HP1_2014__Gray 1 67 Invertebrates","Malaysia",116.9603589,4.7381693,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",80,4.394449155,17,1,NA,NA,0,"yes","IN","IN Primary Vegetation",1.5,1.5,633.9869003,1983,28,6.453604369,"large_old",487.200012,10.1997,2,2.415886992,6.190725183,"yes","yes",1,1,2,2,4,200.085708618164
2618,"HP1_2014__Gray",1,68,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates maliau_4","HP1_2014__Gray 1 Invertebrates maliau_4 68","HP1_2014__Gray 1 68 Invertebrates","Malaysia",116.9619204,4.7380909,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",112,4.727387819,14,1,NA,NA,0,"yes","IN","IN Primary Vegetation",1.5,1.5,633.9869003,1983,28,6.453604369,"large_old",487.200012,10.1997,2,2.415886992,6.190725183,"yes","yes",1,1,2,2,4,200.085708618164
2619,"HP1_2014__Gray",1,69,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates maliau_4","HP1_2014__Gray 1 Invertebrates maliau_4 69","HP1_2014__Gray 1 69 Invertebrates","Malaysia",116.9615605,4.7383557,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",90,4.510859507,15,1,NA,NA,0,"yes","IN","IN Primary Vegetation",1.5,1.5,633.9869003,1983,28,6.453604369,"large_old",487.200012,10.1997,2,2.415886992,6.190725183,"yes","yes",1,1,2,2,4,200.085708618164
2620,"HP1_2014__Gray",1,7,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates 0m_3","HP1_2014__Gray 1 Invertebrates 0m_3 7","HP1_2014__Gray 1 7 Invertebrates","Malaysia",117.5729544,4.702753,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",34,3.555348061,6,1,NA,NA,0,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",423.799987,4.849259,3,1.766314987,6.051618439,"yes","yes",5,6,6,6,5.25702428817749,189.942855834961
2621,"HP1_2014__Gray",1,70,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates maliau_4","HP1_2014__Gray 1 Invertebrates maliau_4 70","HP1_2014__Gray 1 70 Invertebrates","Malaysia",116.9612309,4.7387123,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",61,4.127134385,19,1,NA,NA,0,"yes","IN","IN Primary Vegetation",1.5,1.5,633.9869003,1983,28,6.453604369,"large_old",487.200012,10.1997,2,2.415886992,6.190725183,"yes","yes",1,1,2,2,4,200.085708618164
2622,"HP1_2014__Gray",1,71,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP1_1","HP1_2014__Gray 1 Invertebrates OP1_1 71","HP1_2014__Gray 1 71 Invertebrates","Malaysia",117.4556571,4.6860787,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",7,2.079441542,3,1,NA,NA,0,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",437.200012,3.1875,3,1.432103897,6.082675455,"yes","no",5,6,6,6,11.2500600814819,186.228576660156
2623,"HP1_2014__Gray",1,72,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP1_1","HP1_2014__Gray 1 Invertebrates OP1_1 72","HP1_2014__Gray 1 72 Invertebrates","Malaysia",117.4554465,4.6856973,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",5,1.791759469,2,1,NA,NA,0,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",437.200012,3.1875,3,1.432103897,6.082675455,"yes","no",5,6,6,6,11.2500600814819,186.228576660156
2624,"HP1_2014__Gray",1,73,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP1_2","HP1_2014__Gray 1 Invertebrates OP1_2 73","HP1_2014__Gray 1 73 Invertebrates","Malaysia",117.4554219,4.6873018,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",17,2.890371758,3,1,NA,NA,0,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",437.200012,3.1875,3,1.432103897,6.082675455,"yes","no",5,6,6,6,11.2500600814819,186.228576660156
2625,"HP1_2014__Gray",1,74,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP1_2","HP1_2014__Gray 1 Invertebrates OP1_2 74","HP1_2014__Gray 1 74 Invertebrates","Malaysia",117.4548425,4.686864,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",5,1.791759469,4,1,4.562375933,4.562375933,0.4,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",437.200012,3.1875,3,1.432103897,6.082675455,"yes","no",5,6,6,6,11.2500600814819,186.228576660156
2626,"HP1_2014__Gray",1,75,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP1_2","HP1_2014__Gray 1 Invertebrates OP1_2 75","HP1_2014__Gray 1 75 Invertebrates","Malaysia",117.4546313,4.6864698,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",10,2.397895273,4,1,4.562375933,4.562375933,0.1,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",437.200012,3.1875,3,1.432103897,6.082675455,"yes","no",5,6,6,6,11.2500600814819,186.228576660156
2627,"HP1_2014__Gray",1,76,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP1_3","HP1_2014__Gray 1 Invertebrates OP1_3 76","HP1_2014__Gray 1 76 Invertebrates","Malaysia",117.4538068,4.6880715,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",11,2.48490665,4,1,4.562375933,4.562375933,0.090909091,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",437.200012,3.1875,3,1.432103897,6.082675455,"yes","no",5,6,6,6,11.2500600814819,186.228576660156
2628,"HP1_2014__Gray",1,77,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP1_3","HP1_2014__Gray 1 Invertebrates OP1_3 77","HP1_2014__Gray 1 77 Invertebrates","Malaysia",117.4535732,4.6876454,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",7,2.079441542,4,1,4.562375933,4.562375933,0.142857143,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",437.200012,3.1875,3,1.432103897,6.082675455,"yes","no",5,6,6,6,11.2500600814819,186.228576660156
2629,"HP1_2014__Gray",1,78,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP1_3","HP1_2014__Gray 1 Invertebrates OP1_3 78","HP1_2014__Gray 1 78 Invertebrates","Malaysia",117.453576,4.6872085,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",8,2.197224577,4,1,4.562375933,4.562375933,0.125,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",437.200012,3.1875,3,1.432103897,6.082675455,"yes","no",5,6,6,6,11.2500600814819,186.228576660156
2630,"HP1_2014__Gray",1,79,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP1_4","HP1_2014__Gray 1 Invertebrates OP1_4 79","HP1_2014__Gray 1 79 Invertebrates","Malaysia",117.4528267,4.6885182,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",11,2.48490665,4,1,4.562375933,4.562375933,0.090909091,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",437.200012,3.1875,3,1.432103897,6.082675455,"yes","no",5,6,6,6,11.2500600814819,186.228576660156
2631,"HP1_2014__Gray",1,8,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates 0m_3","HP1_2014__Gray 1 Invertebrates 0m_3 8","HP1_2014__Gray 1 8 Invertebrates","Malaysia",117.5723686,4.7028561,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",16,2.833213344,5,1,NA,NA,0,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",423.799987,4.849259,3,1.766314987,6.051618439,"yes","yes",5,6,6,6,5.25702428817749,189.942855834961
2632,"HP1_2014__Gray",1,80,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP1_4","HP1_2014__Gray 1 Invertebrates OP1_4 80","HP1_2014__Gray 1 80 Invertebrates","Malaysia",117.4526339,4.6880893,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",2,1.098612289,2,1,NA,NA,0,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",437.200012,3.1875,3,1.432103897,6.082675455,"yes","no",5,6,6,6,11.2500600814819,186.228576660156
2633,"HP1_2014__Gray",1,81,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP1_4","HP1_2014__Gray 1 Invertebrates OP1_4 81","HP1_2014__Gray 1 81 Invertebrates","Malaysia",117.4524704,4.6876408,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",9,2.302585093,2,1,NA,NA,0,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",437.200012,3.1875,3,1.432103897,6.082675455,"yes","no",5,6,6,6,11.2500600814819,186.228576660156
2634,"HP1_2014__Gray",1,82,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP10_1","HP1_2014__Gray 1 Invertebrates OP10_1 82","HP1_2014__Gray 1 82 Invertebrates","Malaysia",117.5429752,4.614691,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",69,4.248495242,4,1,4.562375933,4.562375933,0.014492754,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",138.199996,2.527169,2,1.260495566,4.935911719,"yes","no",9,9,10,10,16,191.399993896484
2635,"HP1_2014__Gray",1,83,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP10_1","HP1_2014__Gray 1 Invertebrates OP10_1 83","HP1_2014__Gray 1 83 Invertebrates","Malaysia",117.5432065,4.615031,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",70,4.262679877,5,1,NA,NA,0,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",138.199996,2.527169,2,1.260495566,4.935911719,"yes","no",9,9,10,10,12.5,191.399993896484
2636,"HP1_2014__Gray",1,84,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP10_1","HP1_2014__Gray 1 Invertebrates OP10_1 84","HP1_2014__Gray 1 84 Invertebrates","Malaysia",117.5434637,4.6154187,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",78,4.369447852,3,1,NA,NA,0,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",138.199996,2.527169,2,1.260495566,4.935911719,"yes","no",9,9,10,10,12.5,191.399993896484
2637,"HP1_2014__Gray",1,85,"HP1_2014__Gray 1 Invertebrates","HP1_2014__Gray 1 Invertebrates OP10_2","HP1_2014__Gray 1 Invertebrates OP10_2 85","HP1_2014__Gray 1 85 Invertebrates","Malaysia",117.5435908,4.6138571,"Abundance","Plantation forest","Human_dominated","Light use","01/02/2011","Indo-Malay","Tropical","Invertebrates",64,4.17438727,3,1,NA,NA,0,"no","OUT","OUT Plantation forest",0,NA,0,NA,NA,0,"outside",138.199996,2.527169,2,1.260495566,4.935911719,"yes","no",9,9,10,10,12.5,191.399993896484
