countrynum,statenum,Route,RouteName,Active,Latitude,Longitude,Stratum,BCR,LandTypeID,RouteTypeID,RouteTypeDetailId,RtCode,area.buff,area.PA.TOT,prop.PA.TOT,area.PA.I.IV,prop.PA.I.IV,Alt_mean,mainoccG,sp_richness.NONNAT,abundance.NONNAT,sp_richness,abundance,hf00,hf05,hf10,hf13,hf09,npp,Alt_mean2
840,50,12,REDWOOD FALL,1,44.5288767,-95.1992649,40,11,0,1,1,50_12,5064403.721,32071.72406,0.006332774,0,0,315.2222222,Herb,30,362,28,352,19,15,17,15,4.396755491,0.977423698,99365.04938
840,50,13,MAYNARD,1,44.9630107,-95.4525129,40,11,0,1,1,50_13,4353297.404,0,0,0,0,317.3333333,Herb,31,278,29,271,24,17,22,20,12.72590961,0.732898593,100700.4444
840,50,14,DAWSON,1,44.9793225,-96.0833142,40,11,0,1,1,50_14,6460389.499,0,0,0,0,323.9230769,Herb,18,150,16,146,20,16,18,18,3.11562523,0.863312006,104926.1598
840,50,140,NEBISH,1,47.5992113,-94.885001,28,12,0,1,1,50_140,4501295.971,0,0,0,0,424.7777778,For,44,317,44,317,19.5,19,18,17.5,6.965344588,1.900467515,180436.1605
840,50,15,PRINCETON,1,45.6049323,-93.8828669,20,23,0,1,1,50_15,4351669.286,0,0,0,0,324.75,Herb,45,494,42,458,22,18,20.5,20,9.166666667,1.317298234,105462.5625
840,50,16,OSSEO,1,45.1025755,-93.4714512,40,23,0,1,1,50_16,5055508.503,0,0,0,0,287.4285714,Urban,24,260,23,258,37,37,37,37,32.22702726,1.337393363,82615.18367
840,50,17,KNAPP,1,45.1642488,-94.196858,40,23,0,1,1,50_17,5617457.371,191278.1172,0.034050658,0,0,318.625,Herb,31,270,29,267,24,21,23,23,7.117267268,1.257320404,101521.8906
840,50,19,APPLETON,1,45.1659077,-95.6548459,40,11,0,1,1,50_19,4352871.707,0,0,0,0,315.5714286,Herb,25,214,24,212,16,16,16,16,1.309409102,0.746739686,99585.32653
840,50,20,GLUEK,1,45.0215533,-95.432057,40,11,0,1,1,50_20,4379952.688,0,0,0,0,321,Herb,31,329,29,295,16,16,16,16,3.131915474,0.720595479,103041
840,50,21,CHOKIO,1,45.5499007,-96.0968314,40,11,0,1,1,50_21,4267218.943,0,0,0,0,350,Herb,28,468,26,451,15,15,16,15,3.083541584,0.784879416,122500
840,50,22,CROMWELL,1,46.704186,-92.6394206,28,12,0,1,1,50_22,6800977.8,0,0,0,0,404.3,For,43,277,43,277,10,8,11,9,4.882046567,2.285863638,163458.49
840,50,24,MILLE LACS,1,46.3671876,-93.6014381,28,12,0,1,1,50_24,4375315.002,0,0,0,0,379.4285714,Water,41,436,40,428,10.5,10,10,10,9.2,1.702386856,143966.0408
840,50,28,EVERGREEN,1,46.7456606,-95.4769368,20,23,0,1,1,50_28,5458335.761,0,0,0,0,470.7272727,Herb,36,353,34,345,9,9,9.5,9.5,6.452108502,1.436023593,221584.1653
840,50,29,GLYNDON,1,46.9200866,-96.6109471,40,11,0,1,1,50_29,4413859.448,0,0,0,0,287.625,Herb,27,366,26,361,23,21,22.5,22.5,6.901666522,0.780265749,82728.14063
840,50,3,HARTLAND,1,43.8179682,-93.4993444,40,11,0,1,1,50_3,6525539.683,0,0,0,0,376.9090909,Herb,19,207,17,195,23,20,22,21,15.37564972,0.962044775,142060.4628
840,50,31,HOVLAND,1,47.9338065,-89.9767373,28,12,0,1,1,50_31,4532361.777,0,0,0,0,441.1666667,For,31,255,31,255,8,8,8,8,1.286987583,2.813361168,194628.0278
840,50,32,LOCKPORT,1,47.7313654,-90.703063,28,12,0,1,1,50_32,4695088.017,0,0,0,0,487.625,For,31,245,31,245,8,8,8,8,0.254660179,2.949311018,237778.1406
840,50,33,SAWBILL LNDG,1,47.7051868,-91.5398453,28,12,0,1,1,50_33,5411746.046,0,0,0,0,495.2,For,37,298,37,298,8,8,8,8,0.267362012,2.933624506,245223.04
840,50,34,HART LAKE,1,47.0678994,-91.8050812,28,12,0,1,1,50_34,6765023.885,0,0,0,0,429,For,34,349,34,349,9,9,9,9,3.126622081,2.932291667,184041
840,50,35,FLOODWOOD,1,47.0684835,-92.9862729,28,12,0,1,1,50_35,4568937.327,0,0,0,0,384.375,For,34,279,34,279,8,8,8,8,8,2.374753952,147744.1406
840,50,37,COHASSET,1,47.3400313,-93.6189603,28,12,0,1,1,50_37,4685645.367,0,0,0,0,396.2857143,For,29,167,28,166,11,8,10,10,3.312092344,2.28001976,157042.3673
840,50,4,HUNTLEY,1,43.7677899,-94.287449,40,11,0,1,1,50_4,4522260.229,0,0,0,0,336.2,Herb,29,294,27,273,20,16,18,16,2.851126719,1.015255928,113030.44
840,50,41,OKLEE,1,47.7638545,-95.8371369,30,11,0,1,1,50_41,5295068.741,0,0,0,0,364.4444444,Herb,41,598,40,589,15,15,15,15,5.769579342,1.217642665,132819.7531
840,50,42,DEBS,1,47.7910956,-95.118355,28,12,0,1,1,50_42,6870634.978,0,0,0,0,412.4444444,For,41,207,41,207,9,9,9,9,2.253877613,1.892470479,170110.4198
840,50,43,BELTRAMI,1,47.5136293,-96.6336288,40,11,0,1,1,50_43,5115074.102,0,0,0,0,276.6666667,Herb,19,121,18,117,15,15,15,15,1.295698966,0.829785943,76544.44444
840,50,44,WYLIE,1,47.9052911,-96.3099816,30,11,0,1,1,50_44,9924339.541,0,0,0,0,318.4761905,Herb,35,319,34,318,22,22,21,21,12.02414628,1.088869731,101427.0839
840,50,45,CRANE LAKE,1,48.2729265,-92.4914447,28,12,0,1,1,50_45,4934084.382,0,0,0,0,365.375,For,39,398,39,398,8,8,8,8,0.043018967,2.618971467,133498.8906
840,50,46,LITTLE FORK,1,48.2863627,-93.5511929,28,12,0,1,1,50_46,8177982.166,0,0,0,0,355.6666667,For,38,263,38,263,8,8,8,8,7.5,2.37906003,126498.7778
840,50,48,WASKISH,1,48.2658023,-94.5534156,28,12,0,1,1,50_48,2001896.868,1916753.786,0.957468797,0,0,364,For,25,225,25,225,8,8,8,8,7,2.312623024,132496
840,50,49,ERIE,1,48.0787087,-95.6360169,30,11,0,1,1,50_49,5451380.074,0,0,0,0,360.4,Herb,35,257,34,256,15,15,15,15.5,2.109435903,1.237020195,129888.16
840,50,50,GRYGLA,1,48.3032362,-95.5729652,30,11,0,1,1,50_50,7847102.241,0,0,0,0,360.2,Herb,31,282,30,281,19,16,17,17,7.66971598,1.288693398,129744.04
840,50,51,BADGER,1,48.7823598,-96.0733136,30,11,0,1,1,50_51,4356827.558,0,0,0,0,323.2857143,Herb,31,296,30,292,25,24,24,24,13.82466936,1.242864132,104513.6531
840,50,54,LE ROY,1,43.6016207,-92.5292739,32,22,0,1,1,50_54,4353822.205,0,0,0,0,422.25,Herb,18,341,17,336,17,15,15,15,2.455696106,0.999876946,178295.0625
840,50,55,AUSTIN,1,43.6884582,-93.0194666,32,22,0,1,1,50_55,4379961.902,569132.854,0.129940138,0,0,379.8,Herb,40,444,38,400,30,30,30,30,27.18620682,1.162278533,144248.04
840,50,56,FAIRMONT,1,43.5872553,-94.307851,40,11,0,1,1,50_56,12073996.95,6307.138306,0.000522374,0,0,346.7222222,Herb,22,313,20,277,18,16,17,16,2.720803722,0.87541012,120216.2994
840,50,57,WORTHINGTON,1,43.5869507,-95.7747889,40,11,0,1,1,50_57,4354490.284,54453.1356,0.012505054,0,0,499.7142857,Herb,30,401,27,397,20,16,19,17,2.652016958,0.927903533,249714.3673
840,50,58,FRONTENAC,1,44.5207119,-92.3452484,17,22,0,1,1,50_58,4759360.955,832117.4447,0.174838062,769354.5984,0.161650819,265.2857143,Herb,41,237,41,237,27,19,21.5,21,18.07001693,1.44156003,70376.5102
840,50,59,LE CENTER,1,44.4856298,-93.7073028,40,23,0,1,1,50_59,4615613.273,184407.4285,0.039952963,0,0,309.5454545,Herb,27,295,26,279,22,16.5,20,19,5.260398149,1.20626229,95818.38843
840,50,6,ASH CREEK,1,43.5872765,-96.1830378,40,22,0,1,1,50_6,4964591.791,340432.6492,0.068572133,0,0,441.125,Herb,37,359,36,357,23,17,21,18,5.467957088,0.998339057,194591.2656
840,50,60,FRANKLIN,1,44.5014836,-94.8515103,40,11,0,1,1,50_60,4459276.998,393258.4707,0.088188841,0,0,301.2,Herb,39,423,38,421,20,17,18,17,7.763544043,0.909448773,90721.44
840,50,64,NEW LONDON,1,45.2573787,-94.8259589,40,23,0,1,1,50_64,5073688.041,321582.4621,0.063382388,0,0,354,Herb,46,472,45,466,21.5,17,19,18.5,5.259549081,1.047244072,125316
840,50,65,GLENWOOD,1,45.5994247,-95.2156759,40,23,0,1,1,50_65,4352225.357,1074803.821,0.246955002,0,0,414.1428571,Herb,40,370,40,370,17,16,17,17,3.061574658,1.150898159,171514.3061
840,50,66,CHOKIO NORTH,1,45.6583777,-96.1336199,40,11,0,1,1,50_66,4408360.143,0,0,0,0,334,Herb,37,371,35,345,15,15,15,15,1.251270036,0.786417305,111556
840,50,67,MAHTOWA,1,46.5918377,-92.7409299,28,12,0,1,1,50_67,4350678.907,0,0,0,0,385,For,36,202,36,202,9,9,9,9,2.252126694,1.982898593,148225
840,50,68,MCGREGOR,1,46.3901207,-93.0960859,28,12,0,1,1,50_68,5570274.293,0,0,0,0,399.1428571,For,44,303,44,303,8,8,8,8,1.509133434,2.038109064,159315.0204
840,50,69,BRAINERD,1,46.3731723,-94.1041272,20,12,0,1,1,50_69,4550281.624,0,0,0,0,390.75,Herb,42,347,40,339,19,18,17,16,11.65181923,1.650406003,152685.5625
840,50,7,MILLVILLE,1,44.2229204,-92.2705246,17,23,0,1,1,50_7,5408301.371,0,0,0,0,318.375,Herb,33,267,29,179,22,17,18,18,4.833905458,1.560285449,101362.6406
840,50,70,ASHBY,1,46.1225194,-95.8646727,40,23,0,1,1,50_70,4350211.652,0,0,0,0,402.2857143,Herb,36,303,35,302,21.5,17.5,18.5,18.5,5.337823987,1.109375,161833.7959
840,50,71,SAWBILL CAMP,1,47.7885297,-90.8706119,28,12,0,1,1,50_71,4841301.155,0,0,0,0,518.375,For,38,281,38,281,12,12,12,12,0,2.917937994,268712.6406
840,50,72,JORDAN,1,47.5532344,-91.342574,28,12,0,1,1,50_72,4914876.066,0,0,0,0,610.7777778,For,34,294,34,294,8,8,8,8,3.306366086,2.973917246,373049.4938
840,50,73,BABBITT,1,47.7622203,-92.0002907,28,12,0,1,1,50_73,4599486.007,0,0,0,0,453.5,For,30,298,30,298,9.5,9,9,9,2.250117689,2.464874506,205662.25
840,50,74,BIGFORK,1,47.7963921,-93.9058145,28,12,0,1,1,50_74,4633552.499,0,0,0,0,410.8571429,For,43,252,42,251,8,8,8,8,1.250563312,2.519469738,168803.5918
840,50,77,LOCKHART,1,47.4408422,-96.5804582,40,11,0,1,1,50_77,4355570.993,0,0,0,0,277.5,Herb,24,418,24,418,15,15,15,15,3.763707116,0.850393713,77006.25
840,50,78,GLENDALE,1,48.30338,-92.5689762,28,12,0,1,1,50_78,4513620,0,0,0,0,375,For,39,387,39,387,8,8,8,8,0.002075656,2.595185359,140625
840,50,8,LAKEVILLE,1,44.6596006,-93.3337301,32,22,0,1,1,50_8,4712292.212,0,0,0,0,315.25,Herb,31,238,31,238,37.5,37,37.5,37.5,31.30399227,1.415723443,99382.5625
840,50,80,RED LAKE,1,48.4244641,-94.950061,28,12,0,1,1,50_80,4404756.177,2485846.485,0.564355071,0,0,367.625,For,33,286,33,286,8,8,8,8,0,2.566375494,135148.1406
840,50,81,WARROAD,1,48.7854856,-95.3086167,30,12,0,1,1,50_81,4336897.686,0,0,0,0,346,Herb,42,373,42,373,20,16,17,17,2.250630061,2.180979252,119716
840,50,82,GREENBUSH,1,48.7754769,-96.3165607,30,12,0,1,1,50_82,4381898.118,0,0,0,0,309.5,Herb,35,403,34,400,15,15,15,15,1.250224795,0.977423698,95790.25
840,50,9,MINNETONKA,1,44.9718866,-93.4716124,40,23,0,1,1,50_9,6099607.19,0,0,0,0,301.7,Urban,29,461,27,414,37,37,37,37,40.02878825,1.336060524,91022.89
840,50,900,SHERBURNE NR,1,45.5088447,-93.7211369,20,23,0,1,3,50_900,24564570.78,24215002,0.985769392,24215002,0.985769392,297.9354839,Herb,51,421,50,420,15,11,16,15,5.044848442,1.372816205,88765.55255
840,50,902,TAMARAC NWR,1,47.0742867,-95.5729459,20,12,0,1,3,50_902,5562094.52,5450811.765,0.979992653,5450811.765,0.979992653,473.4,For,35,317,35,317,8,8,8,8,2.25248207,1.947219431,224107.56
840,50,904,BIG STONE,0,45.2773329,-96.4527912,40,11,0,1,3,50_904,4553946.912,1285955.022,0.282382524,1285955.022,0.282382524,310.3333333,Herb,49,557,47,552,20.5,17,18.5,18,14.06703893,1.170275569,96306.77778
840,51,10,FAYETTE,1,31.7099007,-91.0571174,4,27,0,1,1,51_10,6670540.475,0,0,0,0,70.375,For,35,192,33,180,25,24,22,22,14.13382721,3.23689723,4952.640625
840,51,104,MOON,1,34.4218377,-90.4983459,5,26,0,1,1,51_104,5355471.879,337759.739,0.063068157,0,0,47.57142857,Herb,26,395,26,395,23,23,23,23,14.28841087,1.299920022,2263.040816
840,51,111,OLIVE BRANCH 2,1,34.9641831,-89.6888585,4,27,0,1,1,51_111,9019271.471,0,0,0,0,116.75,Herb,30,220,29,218,31,22,22,22,18.22590961,1.927226841,13630.5625
840,51,113,EMBRY,1,33.5589457,-89.3902589,4,27,0,1,1,51_113,4752819.416,0,0,0,0,131.2,For,32,234,32,234,9,9,9,9,2.253417492,2.311392784,17213.44
840,51,119,NECAISE,1,30.6193407,-89.5109799,3,27,0,1,1,51_119,5602410.588,0,0,0,0,53.57142857,Herb,37,392,37,392,11,11,11,11,3.441963468,4.206692934,2869.897959
840,51,12,COCKRUM,1,34.8019937,-89.8113619,4,27,0,1,1,51_12,4603412.729,0,0,0,0,109.8571429,Herb,42,287,39,272,20,18,19,19,14.16666667,1.931225379,12068.59184
840,51,15,FOREST,1,32.3251307,-89.4857109,4,27,0,1,1,51_15,5068397.012,1952294.174,0.38518967,0,0,154.875,For,28,203,28,203,11.5,9,11.5,12.5,14.57772884,2.80751729,23986.26563
840,51,16,LAKE,1,32.5602847,-89.1019294,4,27,0,1,1,51_16,6440183.662,0,0,0,0,154.5555556,Herb,40,224,38,212,21,18,19,18,23.64810705,2.78629446,23887.41975
840,51,17,MT CARMEL,1,31.603808,-89.8130614,4,27,0,1,1,51_17,8877938.124,0,0,0,0,128.5,For,28,337,28,337,12.5,11,12,12,5.591473746,3.554779708,16512.25
840,51,18,COLUMBIA,1,31.2358314,-89.8256369,4,27,0,1,1,51_18,4489762.113,0,0,0,0,42.28571429,Herb,46,342,42,309,31,29,30,30,27.66614456,3.208907604,1788.081633
840,51,20,CYBUR,1,30.7939126,-89.7137542,4,27,0,1,1,51_20,4387731.025,0,0,0,0,57.4,Herb,39,407,38,402,11,11,11,11,7.354295969,3.734867096,3294.76
840,51,205,TCHULA 3,1,33.2231312,-90.097125,5,26,0,1,1,51_205,5661750.313,0,0,0,0,90.25,Mosaic,30,401,30,401,10,9,9,9,3.313931733,2.20220232,8145.0625
840,51,21,CORINTH,1,34.9746087,-88.5438689,4,27,0,1,1,51_21,5487163.948,0,0,0,0,146,Mosaic,30,156,27,150,31,22,31,27.5,14.81500101,1.835875988,21316
840,51,22,TUPELO,1,34.2998857,-88.5977339,4,27,0,1,1,51_22,5741652.243,0,0,0,0,114.7142857,For,30,211,30,211,27,23,22,22,12.10260773,2.370909154,13159.36735
840,51,229,LATIMER,1,30.4987757,-88.7992689,3,27,0,1,1,51_229,9829036.263,3810638.273,0.387691954,3810638.273,0.387691954,14.1875,For,30,216,30,216,20,19,19,19,8.831050829,4.151328802,201.2851563
840,51,23,MACON,1,33.1507326,-88.6241136,4,27,0,1,1,51_23,4638407.703,0,0,0,0,64.14285714,Herb,30,207,30,207,13,9.5,13.5,12,3.7447302,2.022576332,4114.306122
840,51,25,ABERDEEN,1,33.8691757,-88.6571809,4,27,0,1,1,51_25,5102247.98,0,0,0,0,84.36363636,Herb,26,176,26,176,16.5,16,16,16,4.452506351,1.861712575,7117.22314
840,51,26,DUFFEE,1,32.5003056,-88.9270272,4,27,0,1,1,51_26,4779457.685,0,0,0,0,141.8571429,For,39,271,39,271,13,12,13,13,6.606365561,2.740772605,20123.44898
840,51,28,WAYNESBORO,1,31.6890917,-88.5298989,4,27,0,1,1,51_28,4940148.839,0,0,0,0,75.4,For,34,183,34,183,12,11,12,12,3.283533971,3.210137844,5685.16
840,51,30,BENNDALE,1,30.8158367,-88.7684399,3,27,0,1,1,51_30,4478896.035,0,0,0,0,18.5,For,33,242,33,242,10,10,10.5,10.5,10.41468128,3.457431078,342.25
840,51,31,Leaf River,1,31.7258462,-89.3435859,4,27,0,1,1,51_31,4821206.624,0,0,0,0,93.2,For,38,286,37,285,16,13,15,14,9.889911016,3.310716033,8686.24
840,51,32,Trace Central,1,32.5813361,-89.8675417,4,27,0,1,1,51_32,4432788.214,515699.6263,0.116337529,0,0,102.1428571,For,38,256,38,256,13,13,13,13,6.128950278,2.883181572,10433.16327
840,51,33,Monticello,1,31.5323896,-90.1565225,4,27,0,1,1,51_33,5648897.286,0,0,0,0,77.625,For,38,252,38,252,19,17,19,18.5,16.53617802,3.367002964,6025.640625
840,51,35,Trace South,1,32.1287076,-90.749474,4,27,0,1,1,51_35,4530533.371,0,0,0,0,51.28571429,For,28,205,27,204,10,10,10,10,2.617674947,2.714320898,2630.22449
840,51,36,Eagle Lake,1,32.4505861,-90.8809066,4,26,0,1,1,51_36,4556105.471,0,0,0,0,22.5,For,32,283,31,267,12,12,12,12,4.350571156,2.277866602,506.25
840,51,37,De Soto,1,31.0534826,-89.2701391,3,27,0,1,1,51_37,5126828.266,0,0,0,0,51.5,For,26,194,26,194,9,9,9,9,3.869771918,3.983390808,2652.25
840,51,38,Weir,1,33.1294539,-89.1031668,4,27,0,1,1,51_38,6435386.468,0,0,0,0,159.2,For,37,305,35,289,15,13,16,15,12.44100163,2.508858323,25344.64
840,51,39,Water Valley,1,34.1629417,-89.6794343,4,27,0,1,1,51_39,5862465.864,0,0,0,0,97.5,For,46,373,46,373,18.5,15,17.5,17,9.931843221,2.213582754,9506.25
840,51,41,Holly Springs,1,34.3507798,-89.1849649,4,27,0,1,1,51_41,4862279.186,0,0,0,0,136,For,27,192,26,187,11.5,11,11.5,12,4.313669761,1.975516677,18496
840,51,42,Trace North,1,34.6420194,-88.1386101,4,27,0,1,1,51_42,4479349.053,0,0,0,0,153.4285714,For,37,190,37,190,11,11,11,11,9,2.599286556,23540.32653
840,51,43,Amite River,1,31.0239867,-90.574498,3,27,0,1,1,51_43,4538582.755,0,0,0,0,100.1666667,For,40,411,38,400,11,11,11,11,2.655188227,4.151943922,10033.36111
840,51,6,BENTON,1,32.8000347,-90.1935199,4,27,0,1,1,51_6,4487297.474,0,0,0,0,84.55555556,Mosaic,29,231,29,231,10.5,10.5,10.5,10.5,6.384563541,1.969365239,7149.641975
840,51,7,ISOLA,1,33.2124607,-90.6941829,5,26,0,1,1,51_7,5784934.001,0,0,0,0,32.85714286,Herb,26,370,26,370,16,16,16,16,5.932287753,1.346825778,1079.591837
840,51,8,UTICA,1,32.1085617,-90.5715029,4,27,0,1,1,51_8,5395359.576,0,0,0,0,69.875,For,32,226,32,226,12,11,11,11,5.173632962,2.53469491,4882.515625
840,51,901,LAKE COMO,1,31.9621774,-89.2120306,4,27,0,1,3,51_901,6012315.835,0,0,0,0,108.1428571,For,36,211,36,211,11,10,11,13,4.871524731,3.374077201,11694.87755
840,51,902,OKATIBBEE L.,1,32.4750637,-88.7854619,4,27,0,1,3,51_902,9435806.428,2887798.514,0.306046816,0,0,112.4166667,For,34,254,34,254,19,18.5,18.5,19,11.04392412,2.676642418,12637.50694
840,51,903,DELTA N.F.,1,32.6458127,-90.721818,5,26,0,1,3,51_903,4773875.865,73447.06664,0.015385207,0,0,21,For,40,297,40,297,10.5,10.5,10.5,10.5,4.766295433,2.172982216,441
840,51,904,TIPPO,1,33.7693377,-90.1416549,5,26,0,1,3,51_904,4489430.298,3023432.438,0.673455703,3023432.438,0.673455703,40.85714286,Herb,30,301,30,301,16,16,16,16,6.286348144,1.945066392,1669.306122
840,51,905,TALLAHATCHIE,1,33.9855857,-90.1939619,5,26,0,1,3,51_905,8890252.625,2230948.639,0.250943222,0,0,43,Herb,28,331,27,328,17,17,17,17,9.464079486,1.583200067,1849
840,52,1,DEVENTER,1,36.8252566,-89.2477946,5,26,0,1,1,52_1,5849928.747,0,0,0,0,86,Herb,27,477,27,477,15,15,15,15,5.796009302,1.404650569,7396
840,52,10,AKERS,1,37.3759607,-91.5529269,19,24,0,1,1,52_10,5167834.339,1629849.659,0.315383496,0,0,292.5555556,For,20,245,20,245,8,8,8,8,1.252330363,3.51218009,85588.75309
840,52,109,GRANITEVILLE,1,37.6701567,-90.6467484,19,24,0,1,1,52_109,5485102.511,154837.1898,0.028228677,122752.9015,0.022379327,379.5,For,40,216,39,215,21,18,21,19,14.42683969,3.035433054,144020.25
840,52,11,WESCO,1,37.9039787,-91.4239279,19,24,0,1,1,52_11,4561471.74,0,0,0,0,302.1666667,For,35,279,35,279,11,11.5,11.5,11.5,9.068858242,2.847810149,91304.69444
840,52,122,SEDALIA,1,38.4464167,-93.2211229,33,24,0,1,1,52_122,4778992.337,298576.879,0.062476953,0,0,304.7142857,Herb,38,306,34,243,33,25,26,22,13.69837761,2.101931572,92850.79592
840,52,124,KINGSVILLE,1,38.6698532,-94.1050404,33,22,0,1,1,52_124,3516592.624,0,0,0,0,259.3333333,Herb,38,380,38,380,14,11,12,11,9.831845224,1.926150322,67253.77778
840,52,126,FRANKFORD,1,39.5296983,-91.2159803,31,22,0,1,1,52_126,8761397.591,0,0,0,0,163.1333333,Herb,37,429,36,426,17,17,17,17,7.392528057,1.81373024,26612.48444
840,52,13,HANDLEY,1,37.5143127,-92.9258039,19,24,0,1,1,52_13,4555022.892,0,0,0,0,373.1428571,Herb,39,288,37,281,11.5,11,11.5,11.5,3.479353394,2.26125741,139235.5918
840,52,130,NORBORNE,1,39.4087287,-93.7397839,32,22,0,1,1,52_130,4366649.624,0,0,0,0,231.8,Herb,38,346,38,346,16,16,16,16,7.050107765,1.585814476,53731.24
840,52,131,CAMERON,1,39.7131417,-94.0662299,32,22,0,1,1,52_131,10997890.72,0,0,0,0,275.4705882,Herb,41,313,40,308,12,11,11,11,3.623761833,1.87032482,75884.04498
840,52,133,KAHOKA2,1,40.4712811,-91.7164602,32,22,0,1,1,52_133,5171133.106,0,0,0,0,183.5,Herb,45,389,45,389,19,16,16,16,12.09723735,1.680548787,33672.25
840,52,137,WATSON,1,40.4657727,-95.2344499,32,22,0,1,1,52_137,7649636.767,0,0,0,0,326,Herb,37,262,35,258,15,15,15,15,3.47210446,1.272391677,106276
840,52,14,GRAYDON,1,37.4542087,-93.513291,33,24,0,1,1,52_14,6011172.653,0,0,0,0,334.8571429,Herb,43,429,41,421,21,19.5,20,20,13.27159135,2.06532979,112129.3061
840,52,15,FILLEY,1,37.7705887,-93.8518459,33,22,0,1,1,52_15,4624647.816,0,0,0,0,252.5714286,Herb,36,320,36,320,10,10,10,10,3.538102961,2.120078802,63792.32653
840,52,16,REEDS,1,37.1404034,-94.1191991,33,24,0,1,1,52_16,5624250.712,148179.1342,0.026346467,0,0,316.125,Herb,42,346,40,318,15,12,14,14,9.925618082,1.882320404,99935.01563
840,52,18,HAYDEN,1,38.0833137,-91.9847259,19,24,0,1,1,52_18,5117450.58,0,0,0,0,292.7142857,For,32,268,32,268,10,10,10,10,7.586469242,2.355068922,85681.65306
840,52,19,DANVILLE,1,38.9160367,-91.6100939,31,22,0,1,1,52_19,4724423.043,0,0,0,0,200.1666667,Herb,47,249,46,247,12,10,11,11.5,3.819217761,1.956139207,40066.69444
840,52,2,PULASKI,1,36.5936897,-90.7479869,19,24,0,1,1,52_2,5599246.257,0,0,0,0,148.625,Mosaic,32,340,32,340,18,15,15,15,8.733585358,1.93061024,22089.39063
840,52,20,SYRACUSE,1,38.2794376,-92.900614,19,24,0,1,1,52_20,3760033.346,0,0,0,0,275.6666667,For,32,224,32,224,12,11,11,11,4.715640903,2.821563323,75992.11111
840,52,21,CENTERTOWN,1,38.5860411,-92.434843,19,24,0,1,1,52_21,4872469.483,0,0,0,0,221.7272727,Herb,35,253,33,249,15,12,13,13,4.310885906,2.08501482,49162.98347
840,52,27,MADISON,1,39.4571477,-92.1893609,31,22,0,1,1,52_27,5975531.952,0,0,0,0,237.2222222,Herb,45,369,43,363,15,15,15,15,10.40738702,1.786048293,56274.38272
840,52,28,HUNTSVILLE,1,39.4294496,-92.5567869,31,22,0,1,1,52_28,4678197.742,0,0,0,0,233,Herb,51,531,48,518,22,14,18.5,17.5,13.69545513,1.816498518,54289
840,52,3,PEACE VALLEY,1,36.8637267,-91.6865341,19,24,0,1,1,52_3,5336134.888,0,0,0,0,287.75,For,39,283,38,282,9,9,9,9,3.126718104,3.134473324,82800.0625
840,52,32,FRAZIER,1,39.6539807,-94.6654829,32,22,0,1,1,52_32,5520685.985,0,0,0,0,296.1111111,Herb,44,325,42,316,21,17,19,18,9.7880373,1.746678114,87681.79012
840,52,34,STICKLERVILL,1,40.0661717,-92.4966959,32,22,0,1,1,52_34,4362152.943,0,0,0,0,286.6666667,Herb,34,409,33,408,16,16,16,17,11.82816911,1.85063982,82177.77778
840,52,35,TRENTON,1,40.0903817,-93.5563439,32,22,0,1,1,52_35,5626402.726,0,0,0,0,259.375,Herb,32,298,29,294,17,17,17.5,17.5,7.268918037,1.804195404,67275.39063
840,52,4,SWEDEN,1,36.857026,-92.5003493,19,24,0,1,1,52_4,6861193.131,9889.951128,0.001441433,0,0,332.9090909,For,34,250,34,250,11,11,11,11,5.563076708,3.200602889,110828.4628
840,52,52,WILLIAMSVILL,1,36.9623781,-90.5490559,19,24,0,1,1,52_52,4978911.769,720735.9628,0.144757729,0,0,131,For,42,403,42,403,10.5,10.5,10.5,10.5,3.684387752,3.176919222,17161
840,52,53,BENNETT,1,36.7289917,-90.9894119,19,24,0,1,1,52_53,5476999.378,0,0,0,0,171.625,For,34,333,34,333,8,8,8,8,2.273088485,3.465735674,29455.14063
840,52,54,HILDA,1,36.6429207,-92.9744729,19,24,0,1,1,52_54,5251234.278,1262339.062,0.24038902,1262339.062,0.24038902,283.3333333,For,25,207,25,207,10,10,10,10,6.247131143,3.456815958,80277.77778
840,52,55,CRANE,1,36.8802807,-93.3981849,19,24,0,1,1,52_55,6360482.238,0,0,0,0,343.2,For,41,592,40,590,14,11.5,12,12,4.983777571,2.426427126,117786.24
840,52,56,WHITEWATER,1,37.2408609,-89.8075467,19,24,0,1,1,52_56,4764950.867,0,0,0,0,137,Mosaic,39,356,39,356,13,11,11,11.5,5.251785755,1.856791377,18769
840,52,57,BARKS,1,37.6791707,-90.0763459,19,24,0,1,1,52_57,4673674.809,0,0,0,0,266.8571429,For,44,305,44,305,13,10,12,10,3.250333011,2.623892784,71212.73469
840,52,58,CENTERVILLE,1,37.5165109,-91.0309594,19,24,0,1,1,52_58,4920835.08,0,0,0,0,361.125,For,26,213,26,213,8,8,8,8,1.251499925,3.408833742,130411.2656
840,52,59,MARSHFIELD,1,37.3383177,-92.8345789,19,24,0,1,1,52_59,4663906.467,0,0,0,0,409.5714286,Herb,40,243,38,239,15,12,13,13,5.280993843,2.231114745,167748.7551
840,52,6,PINEVILLE,1,36.5642282,-94.2388636,19,24,0,1,1,52_6,5997821.148,0,0,0,0,377.375,For,35,202,35,202,12,11,11,11,9,2.888410568,142411.8906
